,Diam,StartNode,EndNode,Length
87,17.0,163,159,289.07464582259416
88,12.5,194,197,1135.7532071826517
89,17.5,199,196,851.4331890285024
90,21.5,196,140,916.0667725800458
91,17.0,205,196,315.4955496580616
92,20.0,92,97,383.10959506920165
93,9.0,233,227,36.09072203437452
94,14.0,112,111,422.6356645469881
95,9.0,108,115,148.97378371398418
96,11.0,92,100,406.98388089951874
97,22.0,80,152,836.1047234862948
98,13.0,272,271,644.7666561016972
99,12.0,33,34,357.61900094667607
100,7.5,174,176,425.92723029204063
101,13.0,170,163,168.644865957381
102,18.0,78,80,210.46866976160038
103,14.0,171,169,294.79740845178105
104,15.0,245,240,238.0294838626372
105,13.0,144,145,235.50520406180195
106,15.0,105,31,537.7655005753971
108,11.5,148,151,86.94516107500571
109,11.0,172,166,379.9246096843598
110,16.0,79,78,88.22165367011922
111,9.5,75,138,249.4392525541964
112,13.5,169,170,503.10044830226616
113,12.0,18,25,265.78389510707467
114,22.0,28,29,264.36223954684687
115,16.0,40,42,747.0464254684397
116,10.0,82,84,102.5113533121972
117,14.0,56,132,239.13685843941923
118,20.5,63,134,474.1800628800262
119,34.0,103,110,808.0355832700111
120,60.0,111,49,1261.0651165268305
121,11.5,148,142,176.9132316687322
122,33.0,110,111,48.249281104773736
123,66.0,49,58,1010.2537018312682
124,8.0,94,95,78.7825917013468
125,27.0,129,131,248.92467422224223
126,8.0,19,6,367.4689653140676
127,22.0,27,28,225.48893787277024
128,31.0,99,103,1066.5757605079025
129,24.0,109,110,42.81714748381665
130,16.0,106,107,400.5383686889733
131,14.0,15,88,261.09141469553896
132,13.0,228,229,44.515898535396374
133,9.0,95,165,113.25654901711502
134,41.5,97,99,157.620543977906
135,17.0,215,162,474.71263276856234
136,15.0,253,200,258.0178839275631
137,8.0,93,95,131.42662906694073
139,10.5,168,169,79.19077528733325
140,24.0,152,156,575.0697235236651
141,70.0,58,60,309.98768697530807
142,34.0,131,189,643.5155036271163
143,11.0,180,179,206.51844760485605
144,38.0,209,203,683.5832460821139
145,38.5,203,198,281.5432529362175
146,39.0,198,195,875.8207816918745
147,17.0,138,137,108.11008870351746
148,12.5,166,167,40.95800722906151
149,13.5,228,236,152.76274979643682
150,13.0,31,32,558.9123447184127
151,37.5,165,96,174.37160267646917
152,27.0,54,106,1668.094732710099
153,35.0,164,165,307.4187813075655
154,13.0,36,26,673.9880086008999
155,13.5,252,242,822.1427764140701
156,36.0,209,210,131.80449074819091
157,40.0,98,97,370.2027166587206
158,26.0,106,104,402.57463485028535
159,40.0,96,98,170.4587334431182
160,16.0,145,146,418.26690934621485
161,9.0,143,148,257.6851175705137
162,35.0,157,164,371.8924033475983
163,19.0,159,158,34.64911064067352
164,19.0,26,27,45.059928172283335
165,11.0,225,228,655.3726675912314
166,15.5,91,154,574.8999033244554
167,11.0,50,51,164.34013202611237
168,36.0,156,157,43.71229971471624
169,52.0,140,139,341.5838670699556
170,11.5,254,204,614.416843775334
171,9.0,90,86,244.42193536764535
172,18.0,51,52,476.38228053293085
173,8.0,48,50,53.279750638281484
174,12.0,147,141,271.74393419613773
175,30.5,162,160,419.6189088861937
176,17.5,116,119,665.8375125256402
177,54.0,139,133,110.95137645205722
179,13.0,37,38,401.4187543956299
180,52.0,189,140,630.2739722070578
181,17.5,141,138,233.46783976382065
182,13.0,45,49,260.6960976537965
183,9.5,219,222,102.78961230504456
184,9.0,85,19,103.17821192482728
185,12.5,25,26,188.655782787602
186,83.0,60,68,717.2052276690231
187,34.0,158,156,351.9950809480222
188,8.5,232,233,222.34393590214887
189,35.0,69,61,675.2855654583773
190,47.0,195,189,745.4815244172403
191,15.0,142,141,98.92335257120595
192,55.0,134,136,32.99930869314681
194,14.0,41,37,572.6782285603209
195,30.0,160,158,99.95498692757059
196,12.5,187,191,168.9278081098819
197,10.0,6,5,96.6646892178859
198,25.0,104,100,226.2722400484917
199,36.0,52,58,157.12036244557643
200,10.5,222,218,83.57283857257539
201,9.5,217,219,617.4661224531133
202,54.0,133,134,108.456176542425
203,35.0,70,69,92.19646587447319
204,17.0,37,35,460.3516604297037
205,17.0,46,41,257.30448328292886
206,24.0,119,131,931.4558508147111
207,55.0,136,60,404.0713171568773
208,28.0,72,74,22.975612288675364
209,14.0,107,108,22.847149667859085
210,16.0,161,160,237.60024234819784
211,30.0,162,211,133.4265008291055
212,34.0,59,52,299.89716582106365
213,28.5,53,54,541.6409964392062
214,14.0,41,40,742.0282023339086
216,13.0,177,178,282.4293660071705
217,13.5,167,171,632.2128630882054
218,32.0,61,53,712.7735174191589
219,28.0,69,64,535.5894956697709
220,13.5,243,244,472.6070720358974
221,31.0,29,30,327.3550425957751
222,8.5,20,21,155.65846752041602
223,16.0,204,203,472.1100988983074
224,15.0,53,56,291.9335595566941
225,16.5,89,91,584.2391477629076
226,12.0,173,174,106.47414578381569
227,11.0,22,23,360.8610085958895
228,15.5,114,118,362.22790035354103
229,27.0,30,109,737.7359313269574
230,20.5,101,89,516.672833992087
231,13.5,32,18,294.66316061751036
232,23.0,100,101,21.6619037896906
233,29.0,74,75,143.47318258316182
234,20.0,89,90,120.12889826803627
235,18.5,101,102,403.8891178886542
236,25.0,137,136,338.5979335478376
237,9.0,19,15,304.6922343019587
238,11.0,220,229,753.6430176287364
239,11.0,246,247,310.20805999014345
240,12.0,193,187,635.4086933228562
241,23.0,34,30,237.60490966370543
242,11.5,154,153,64.55764119219941
243,20.0,38,39,223.26441430270145
244,28.0,64,71,110.17046026217979
245,19.0,90,85,554.4285581000668
246,22.0,39,34,148.2779957289272
247,19.0,88,87,78.55396040592757
248,28.0,75,144,1040.4434434950124
249,14.0,242,243,27.838612966854697
250,20.0,54,55,199.26660850091844
251,13.0,146,143,167.16680089773507
252,15.0,108,114,432.2584837078042
253,31.0,13,29,657.6922229327128
254,20.0,66,137,94.30226014382286
255,19.0,40,39,288.6490493036535
256,22.0,56,57,49.68563243257309
257,15.5,35,36,91.07471158980533
258,28.0,71,72,26.0
259,15.0,178,119,525.2019902197933
260,16.0,85,24,396.7982038853513
261,13.0,180,187,269.73220970141654
262,20.0,102,172,441.83824740146747
263,10.0,233,234,120.34769390354514
264,11.5,202,204,434.78724773214003
265,11.0,179,181,329.5588126980101
266,12.0,174,177,694.9250715174686
267,15.0,114,116,173.80816090645067
268,29.0,144,194,897.496935313324
269,16.0,181,182,324.8176961281598
270,10.0,200,202,42.09072203437452
271,15.0,18,10,108.13963569438147
272,13.0,243,190,670.7387517239614
273,15.0,130,135,303.5703337506964
274,13.5,183,181,441.9263026309991
275,20.0,67,66,56.9685308809026
276,16.0,218,159,895.0634633241189
277,10.5,216,217,285.21067254601746
278,8.0,91,93,34.01305931659542
279,10.0,202,198,424.47873288115744
280,28.0,192,252,899.0189075752959
281,19.0,118,125,1124.9561262452644
282,25.0,11,13,280.69313061651354
283,19.5,214,212,148.93192928346642
284,10.5,143,142,423.7340012360513
285,21.0,55,48,277.6493886812473
286,14.0,247,248,290.33971363149146
287,16.0,248,270,709.7365786265609
288,13.0,251,248,600.6443691246193
289,28.5,7,8,269.80306617521325
290,12.5,229,230,97.66621304931486
291,29.0,194,192,218.9478098369798
292,19.0,57,126,171.8147439008048
293,20.0,172,173,544.3240648846696
294,12.0,244,245,98.72836964840482
295,14.5,36,38,339.3909557202429
296,29.0,8,11,31.674210738978903
297,8.0,6,21,243.62239063301143
298,13.5,24,22,59.5296461204668
299,15.0,180,186,230.60875361997563
300,12.0,86,88,224.77352556042973
301,17.0,175,231,548.1285699650269
302,21.5,48,46,629.6037613243406
303,10.0,263,266,718.1924198030794
304,16.0,72,67,363.66789930872903
305,36.0,182,188,555.289656852192
306,40.0,190,195,236.48176235928773
307,14.0,192,193,58.33789821458521
308,33.0,240,235,732.771714424041
309,36.0,185,182,273.9100772126327
310,11.0,153,155,130.52232983446956
311,37.0,188,190,227.01338015485464
312,15.0,128,130,170.51871248393957
313,23.5,135,139,322.46164150533116
314,19.0,226,218,311.45771513412524
315,14.5,213,216,114.69863658099862
316,20.0,173,175,534.3037015795163
317,16.0,212,213,125.21243525895754
318,18.0,224,225,247.96895028917095
319,13.0,266,267,191.89755990430356
320,16.0,10,12,337.01408960090447
321,22.0,9,8,321.20175517686823
322,13.5,252,253,197.41503823896056
323,17.0,213,268,1698.3759993327471
324,25.0,269,238,234.12848530543124
325,18.0,186,188,337.4961754864252
326,42.0,235,184,561.3600919750694
327,18.0,236,237,82.2490264765033
328,12.0,255,266,542.372818533071
329,18.0,127,128,112.03463401199701
330,17.5,191,186,202.23581766968044
331,34.0,184,185,156.73894110063253
332,16.5,231,232,36.09072203437452
333,16.0,128,129,92.14804035092428
334,8.5,217,215,317.6940552220032
335,20.5,126,127,171.88995187136143
336,14.5,216,220,1099.2595455802734
337,14.0,22,20,344.80462653132145
338,9.0,175,183,106.78141986504878
340,21.5,127,133,766.516442959248
341,21.0,46,47,93.6835947458537
342,10.0,249,247,47.63330765278394
343,18.5,5,7,481.8764949237025
345,8.5,93,94,61.114942149265865
347,31.0,238,239,108.41207719631876
348,13.0,193,191,505.11402075963616
349,17.0,261,264,227.57253859367333
350,18.0,257,259,22.360679774997898
351,33.0,237,240,1245.6539237390668
352,14.5,225,226,249.5464444143065
353,27.0,253,254,139.29309768607504
354,20.0,232,223,486.29114448490975
355,17.5,230,236,51.09643935972007
356,32.0,239,237,405.3752394694169
357,35.0,234,235,22.64911064067352
358,14.0,20,2,1046.3904816483312
359,27.0,254,255,63.56414051969867
360,13.0,220,230,647.6409570583879
361,20.0,256,257,136.9689967343732
362,17.0,223,224,74.5626782858468
363,23.0,270,238,384.102410154897
364,16.0,258,246,311.4018214348745
365,19.0,264,265,137.01857791311596
366,12.0,183,184,231.49152406091383
367,16.0,227,234,158.9739981319207
368,26.0,255,256,126.71111471424246
369,10.0,155,152,85.14793482187648
370,15.0,259,260,96.45512392930542
371,20.5,256,258,918.5612285635391
372,11.5,257,263,113.57577618464522
373,18.0,258,251,434.4358296830867
374,19.0,4,5,358.43376909865697
375,13.0,2,3,151.41046412149558
376,12.0,250,241,156.16342843335497
377,10.0,94,96,223.46957115853786
378,16.0,246,249,282.72494139676655
379,15.0,224,227,790.2288303718369
380,14.0,260,261,314.7022800579566
381,16.0,251,272,612.5992562700906
382,24.0,271,270,476.3558093361049
383,14.0,263,264,308.97377643780385
384,14.5,249,250,104.44126809844964
385,15.0,241,239,700.2893773755251
386,20.5,3,4,421.96255443011063
107,8.0,115,277,29.5296461204668
138,13.0,197,279,30.528675044947494
178,13.5,50,275,33.94112549695428
193,20.0,132,276,40.24922359499622
215,11.0,219,280,15.620499351813308
339,17.5,130,278,45.65084884205331
344,19.0,12,274,12.165525060596439
346,18.0,268,282,60.92618484691127
387,14.0,250,281,26.90724809414742
388,21.0,272,283,42.7551166528639
107,8.0,277,112,81.36066036510984
138,13.0,279,199,159.42588100186123
178,13.5,275,51,301.81394142400745
193,20.0,276,63,204.1066681904989
215,11.0,280,222,148.06484517508903
339,17.5,278,135,321.5156694756254
344,19.0,274,9,50.58427048519353
346,18.0,282,269,806.7575551902605
387,14.0,281,241,162.91881166424494
388,21.0,283,271,406.5282116444556
